gene_id,pyrE-1,pyrE-2,rosR-1,rosR-2,rosR-3,rosR-4
HFX_RS06235,388,210,236,262,248,261
HFX_RS06240,5962,811,4407,5118,4683,4203
HFX_RS06245,14487,28462,22415,26526,22343,20636
HFX_RS06250,84196,26794,74304,76936,72387,66544
HFX_RS06255,4043,609,2672,2590,2446,2454
HFX_RS06260,1045,738,449,672,599,636
HFX_RS19625,100917,44933,29344,57366,51708,41600
HFX_RS06265,2506,246,544,649,600,711
HFX_RS06270,221,19,34,41,40,27
HFX_RS06280,141,121,108,82,88,91
HFX_RS06285,463,323,256,407,293,331
HFX_RS06290,1562,579,1257,2304,1937,1834
HFX_RS06295,203,250,147,197,209,162
HFX_RS06300,1257,840,1145,1587,1292,1194
HFX_RS06305,103,55,36,45,36,59
HFX_RS06315,110,69,82,79,68,63
HFX_RS06325,47,38,40,41,28,21
HFX_RS06330,6,10,2,1,7,3
HFX_RS06335,128,81,68,62,54,57
HFX_RS06340,190,102,105,81,64,79
HFX_RS06345,62,44,29,24,30,27
HFX_RS06350,57,23,17,20,14,21
HFX_RS06355,100,47,71,100,69,74
HFX_RS06370,52,22,28,37,33,31
HFX_RS06375,47,22,23,35,40,24
HFX_RS06380,19,7,9,17,5,9
HFX_RS06385,449,286,386,478,390,353
HFX_RS06390,10,7,5,6,8,10
HFX_RS06400,66,33,24,30,42,41
HFX_RS06405,288,131,127,177,166,165
HFX_RS06410,72,42,41,51,45,40
HFX_RS06415,7,12,10,10,10,7
HFX_RS06425,31,20,36,27,22,39
HFX_RS06430,60335,28840,318869,531496,409708,347949
HFX_RS06435,8221,7954,24319,31694,22419,22226
HFX_RS06440,219,110,148,156,154,131
HFX_RS06445,1139,500,766,1094,868,928
HFX_RS06450,1060,772,999,1235,962,972
HFX_RS06455,223,125,84,130,100,122
HFX_RS19630,391,518,163,311,231,244
HFX_RS06460,379,814,109,192,129,132
HFX_RS06465,49,16,13,20,13,18
HFX_RS06470,408,444,251,398,283,339
HFX_RS06475,1175,693,556,1095,827,909
HFX_RS06480,82,34,30,24,24,26
HFX_RS20550,60,42,26,30,19,19
HFX_RS06490,172,100,74,108,67,60
HFX_RS06495,53,12,15,15,20,9
HFX_RS06500,13,8,3,4,11,4
HFX_RS06505,275,119,96,156,126,149
HFX_RS06515,4094,976,608,910,805,893
HFX_RS06520,265,106,149,236,216,182
HFX_RS06525,6311,1284,6876,8247,7333,7147
HFX_RS06530,1270,177,1234,1414,1182,1100
HFX_RS20555,133,25,264,303,264,223
HFX_RS06545,344,678,506,688,531,526
HFX_RS06550,1475,1508,200,242,170,182
HFX_RS06555,716,384,429,520,354,356
HFX_RS06560,697,268,487,646,491,507
HFX_RS06565,667,446,556,485,393,433
HFX_RS06570,312,275,264,375,303,271
HFX_RS06575,7311,4624,4319,4909,4622,4336
HFX_RS06580,17407,9711,10739,12391,10919,10735
HFX_RS06585,41,7,11,24,8,14
HFX_RS06590,1717,834,820,1022,994,947
HFX_RS06595,23398,3706,11307,13368,13202,13030
HFX_RS20465,1858,214,668,894,843,840
HFX_RS06600,7807,18070,5854,9973,7937,7917
HFX_RS06605,7318,3384,3952,4007,4147,4377
HFX_RS06610,2205,673,766,891,966,883
HFX_RS06615,1690,910,2286,2898,2086,2117
HFX_RS06620,1957,2522,1933,2052,1870,1678
HFX_RS06625,2773,5177,2731,2900,2549,2268
HFX_RS06630,20129,21749,25257,32475,26730,22422
HFX_RS06635,6125,5624,7061,8574,6825,6553
HFX_RS06640,1226,1081,1176,1448,1184,1162
HFX_RS06645,1129,1304,1291,1421,1150,1167
HFX_RS06650,585,789,704,763,665,692
HFX_RS19100,19803,10703,9058,11357,10297,9924
HFX_RS06665,12288,9607,8901,11141,10688,9539
HFX_RS06670,5643,4942,4584,4904,3817,4057
HFX_RS06675,1883,1985,1306,1476,1217,1306
HFX_RS06680,2430,1717,1541,1714,1743,1439
HFX_RS06685,3750,2019,1790,2339,2110,1892
HFX_RS06690,85902,90987,59771,74496,65718,61002
HFX_RS06695,146488,173102,118316,149182,132457,117507
HFX_RS06700,10525,7487,7455,8891,8449,7367
HFX_RS06705,1215,401,733,875,794,740
HFX_RS06710,2526,1243,1671,1726,1588,1523
HFX_RS06715,11049,3366,6821,7446,6497,6261
HFX_RS06720,2067,380,521,768,705,725
HFX_RS06725,18172,6270,14712,21541,17862,15140
HFX_RS06730,14998,4016,13298,14069,11385,11143
HFX_RS06735,13817,6072,3116,4008,3990,3939
HFX_RS06740,1512,748,959,1132,1062,952
HFX_RS06745,456,938,561,802,650,602
HFX_RS06750,1547,1575,1142,1324,1150,1019
HFX_RS06755,3169,4391,2806,3048,2341,2400
HFX_RS06760,2079,1632,1691,2150,2114,1758
HFX_RS06765,440,375,360,495,445,395
HFX_RS06770,1120,1035,1102,1211,1067,1041
HFX_RS06775,857,438,753,1082,1013,828
HFX_RS06780,22739,2143,20948,31378,26722,25724
HFX_RS06785,6153,256,3045,3947,3435,3876
HFX_RS06790,1058,680,838,1177,956,824
HFX_RS06795,587,352,443,601,555,494
HFX_RS19635,42,24,34,26,35,28
HFX_RS20470,77,40,40,70,46,58
HFX_RS06800,378,229,401,526,385,438
HFX_RS06805,81,52,26,53,28,41
HFX_RS06810,489,214,251,363,326,301
HFX_RS19640,180,71,96,103,94,108
HFX_RS06815,1420,1273,759,1118,1010,861
HFX_RS06820,330,213,296,438,386,291
HFX_RS06825,301,203,247,329,311,293
HFX_RS06830,1332,701,1269,1361,1077,1115
HFX_RS06835,155,222,86,123,102,98
HFX_RS06840,75,64,44,68,45,48
HFX_RS06845,911,953,577,751,571,592
HFX_RS06850,2605,2254,1601,1659,1725,1485
HFX_RS06855,950,1317,703,905,734,729
HFX_RS06860,591,743,482,603,540,450
HFX_RS20475,453,44,265,313,237,301
HFX_RS06870,14300,6640,9147,9899,9696,8564
HFX_RS06875,3741,663,3240,3406,3185,3211
HFX_RS06880,129,94,73,64,69,88
HFX_RS06885,1892,1030,884,1102,1066,1076
HFX_RS06890,654,286,318,421,306,350
HFX_RS06895,4481,3425,2264,2427,2258,2153
HFX_RS06900,131,52,84,116,132,109
HFX_RS06905,264,189,237,336,288,295
HFX_RS06910,5570,2720,3110,2946,2769,2875
HFX_RS06915,26859,10826,16610,15975,15081,15227
HFX_RS06920,19927,7476,12072,11816,11945,11035
HFX_RS06925,1523,408,742,875,844,782
HFX_RS06930,2630,934,1626,1798,1640,1577
HFX_RS06935,6323,3782,3758,4565,4560,4090
HFX_RS06940,3541,1637,2131,3072,2781,2565
HFX_RS06945,260,84,155,179,163,125
HFX_RS06950,3392,2173,2121,2968,2689,2272
HFX_RS06955,12620,6408,7377,9425,8960,7883
HFX_RS06960,282,274,172,146,97,148
HFX_RS06965,2933,3124,1646,2390,2369,2155
HFX_RS06970,24736,10790,15595,18449,17703,15984
HFX_RS06975,20012,22999,1291,1336,1164,1284
HFX_RS06980,2698,1049,1944,2311,2070,1802
HFX_RS06985,4598,2488,3515,3480,3625,3169
HFX_RS06990,2192,4155,2149,2525,2179,2099
HFX_RS06995,2266,1625,1272,1661,1492,1430
HFX_RS07000,11729,10133,8861,10114,10048,8574
HFX_RS07005,574,225,236,237,277,249
HFX_RS19105,6503,2590,3075,4188,4106,3980
HFX_RS07010,5022,3058,2977,3402,3247,2880
HFX_RS07015,9932,173,1904,2274,2194,2390
HFX_RS07020,6145,2756,5019,5072,4559,4418
HFX_RS07025,10824,10106,7916,8868,7974,7522
HFX_RS07030,11256,2731,7400,9425,7962,7798
HFX_RS20285,8247,2018,4941,7353,6085,6002
HFX_RS07040,3730,2232,1480,2200,1857,2028
HFX_RS07045,720,160,278,341,294,301
HFX_RS07050,202,198,114,186,152,159
HFX_RS07055,119,162,62,65,79,60
HFX_RS07060,185,292,115,145,93,106
HFX_RS07065,57,68,25,39,20,28
HFX_RS07070,157,148,58,78,93,77
HFX_RS07075,29940,10405,18860,24336,23057,20113
HFX_RS07080,1081,406,534,775,767,606
HFX_RS07085,2423,1447,1488,1770,1682,1383
HFX_RS07090,2053,1305,1354,1478,1294,1217
HFX_RS07095,4160,4875,4386,4711,4069,3935
HFX_RS07100,741,797,821,1030,864,747
HFX_RS07105,9053,1804,5268,6696,6499,5623
HFX_RS07110,930,184,437,411,405,370
HFX_RS07115,6145,711,3061,3575,3273,3234
HFX_RS07120,8456,8248,6627,8081,7186,6712
HFX_RS07125,4437,1132,2816,3370,3305,2867
HFX_RS07130,7012,6489,5188,6421,5803,4939
HFX_RS07135,12013,13606,10913,12552,11494,10315
HFX_RS07140,903,755,862,948,807,776
HFX_RS07145,4696,5797,2979,4216,3738,3322
HFX_RS07150,2105,82,660,721,737,892
HFX_RS07155,6302,6783,4526,5696,5575,4889
HFX_RS07160,2217,1728,2055,2547,2148,2020
HFX_RS07165,2018,2585,1891,2609,2192,1916
HFX_RS07170,4293,4831,4009,4377,4202,3669
HFX_RS07175,4617,4386,2396,3518,3129,2861
HFX_RS07180,2294,3931,1650,2342,2095,2042
HFX_RS07185,2270,4668,1453,1778,1474,1486
HFX_RS07190,16110,38720,12101,15036,13522,12265
HFX_RS07195,11428,6151,8245,9350,9336,7901
HFX_RS07200,7462,5911,4438,5121,4555,4345
HFX_RS07205,11172,18273,10033,12296,10902,10170
HFX_RS07210,1369,4307,1867,1695,1225,1360
HFX_RS07215,1735,5548,2250,2227,1589,1687
HFX_RS07220,3608,8990,2977,3782,2967,2899
HFX_RS07225,19516,58577,18859,25851,22500,18065
HFX_RS07230,7696,12205,7526,8503,7917,7233
HFX_RS07235,347,219,214,304,262,222
HFX_RS07240,286,135,177,228,169,178
HFX_RS07245,2476,483,1098,1251,1195,1170
HFX_RS07250,6990,693,9332,9391,6757,8266
HFX_RS07255,375,173,327,382,363,297
HFX_RS07260,1239,1232,817,1111,866,850
HFX_RS07265,223,200,189,287,185,198
HFX_RS20480,94,39,32,55,33,46
HFX_RS07270,7770,18101,5795,7053,6504,6368
HFX_RS07275,2343,904,1276,1414,1392,1315
HFX_RS07280,431,196,213,239,210,261
HFX_RS07285,1857,2022,1654,2128,1479,1627
HFX_RS07290,1614,283,1035,1344,1234,1151
HFX_RS07295,2330,486,1084,1067,1160,1204
HFX_RS07300,626,242,415,491,432,403
HFX_RS07305,1048,554,597,801,634,648
HFX_RS07310,415,360,217,305,243,263
HFX_RS07315,970,367,435,617,536,472
HFX_RS07320,9189,7395,13580,18023,15039,14815
HFX_RS07330,12,13,4,6,5,13
HFX_RS07335,1629,1768,809,1676,1260,1411
HFX_RS19645,225,90,104,209,150,155
HFX_RS07340,1424,470,322,523,457,520
HFX_RS07345,2106,2301,1640,1903,1655,1617
HFX_RS07350,10760,13798,10371,14226,12293,10593
HFX_RS07355,1655,926,1390,1649,1287,1373
HFX_RS07360,5273,7387,4579,5258,4270,4675
HFX_RS07365,3353,3080,2371,3351,2925,2699
HFX_RS07370,1072,782,446,427,383,400
HFX_RS07375,1959,1092,685,606,595,649
HFX_RS07380,1782,732,464,588,588,566
HFX_RS07385,5592,5484,4949,7324,6417,5415
HFX_RS07390,762,548,509,557,551,472
HFX_RS20485,22,30,11,17,14,15
HFX_RS07395,6528,6408,3354,4165,3940,3712
HFX_RS07400,17494,12857,17129,20585,18000,17155
HFX_RS07405,260,74,157,256,193,227
HFX_RS07410,716,1008,759,841,741,755
HFX_RS07415,16952,56671,23104,26454,22772,21496
HFX_RS07420,8562,3620,6354,7420,6883,6442
HFX_RS07425,47017,40949,45227,52291,44510,43900
HFX_RS07430,7559,8698,7806,8129,6424,6636
HFX_RS07435,2272,4079,2966,3295,2264,2448
HFX_RS07440,696,237,344,383,347,390
HFX_RS07445,3235,2574,2375,2995,2591,2408
HFX_RS07450,92642,17307,101698,128505,120512,105686
HFX_RS07455,973,765,955,1243,1027,890
HFX_RS07460,494,184,369,385,355,312
HFX_RS07465,1022,1012,969,1155,1007,963
HFX_RS07470,1369,1750,1245,1307,1167,1264
HFX_RS07475,2772,7569,4230,5025,4139,3492
HFX_RS07480,3593,11729,6616,7799,6128,5351
HFX_RS07485,5374,5560,3882,4820,4822,4009
HFX_RS07490,429,135,455,482,476,382
HFX_RS07495,470,201,465,482,400,375
HFX_RS20490,698,629,597,785,707,657
HFX_RS07500,2939,3313,2188,1933,1592,1678
HFX_RS07505,5018,8207,3075,3407,2965,2896
HFX_RS07510,1310,2299,1293,1880,1473,1384
HFX_RS07515,3667,2416,2238,3560,2991,2610
HFX_RS07520,10824,6096,5336,7764,6938,6771
HFX_RS07525,6800,6672,6077,6113,5615,5521
HFX_RS07530,4268,1261,2303,2006,2131,1969
HFX_RS07535,1835,251,813,675,736,814
HFX_RS07540,2208,883,1615,2105,1821,1550
HFX_RS07545,20118,11467,22396,28288,22991,19334
HFX_RS07550,1945,1935,1851,1762,1528,1487
HFX_RS07555,294,420,206,269,253,268
HFX_RS07560,1695,678,1553,1989,1679,1397
HFX_RS07565,4135,3705,2435,3517,3191,2891
HFX_RS07570,6454,2447,2674,2546,2638,2545
HFX_RS07575,8604,8181,1155,1104,891,1032
HFX_RS07580,3453,946,1533,1699,1742,1664
HFX_RS07585,1692,535,881,883,968,861
HFX_RS07590,2124,906,1332,1434,1270,1259
HFX_RS07595,3560,256,2609,2810,2303,2342
HFX_RS07600,98864,25223,85489,99735,91224,80400
HFX_RS07605,227,110,134,155,132,136
HFX_RS07610,6227,4889,3768,4250,4035,3836
HFX_RS07615,741,741,456,590,565,448
HFX_RS20010,1078,354,652,932,703,767
HFX_RS07620,14010,9028,11478,12436,10423,10631
HFX_RS07625,18024,22020,15032,17957,15227,16035
HFX_RS07630,914,284,722,860,835,646
HFX_RS07635,2438,998,2596,2546,2391,2173
HFX_RS07640,42,18,63,41,56,57
HFX_RS07645,196,77,296,290,278,302
HFX_RS07650,953,533,1960,1820,1766,1792
HFX_RS07655,341,518,330,377,369,342
HFX_RS07660,431,451,344,375,292,318
HFX_RS07665,9513,1287,2182,1715,1852,1964
HFX_RS07670,4644,649,1154,910,822,977
HFX_RS07675,13043,1753,3776,2825,2951,3040
HFX_RS07680,933,98,242,180,148,204
HFX_RS07685,7513,1036,2377,1870,1647,1884
HFX_RS07690,3263,425,1145,854,804,834
HFX_RS07695,17171,2478,5680,4698,5038,4808
HFX_RS07700,7694,2447,2074,2473,2521,2315
HFX_RS07705,1667,792,1031,1212,1193,1137
HFX_RS07710,5203,1683,2710,2830,2520,2639
HFX_RS07715,4435,1402,2577,2548,2288,2340
HFX_RS07720,219,311,128,181,140,157
HFX_RS07725,784,631,430,591,549,488
HFX_RS07730,3316,6923,2674,3272,2653,2543
HFX_RS07735,4649,11129,3963,4597,4313,4063
HFX_RS07740,3947,9441,3469,4247,4097,3463
HFX_RS07745,20404,11513,3345,4334,4331,4551
HFX_RS07750,8414,10413,6164,7561,6357,5886
HFX_RS07755,3993,3604,2899,2783,2267,2396
HFX_RS07760,4727,4485,3615,3517,2946,3052
HFX_RS07765,1485,1715,1115,1195,1108,1044
HFX_RS07770,10215,12328,11435,13705,10925,10968
HFX_RS07775,8284,8968,6624,7392,6683,6432
HFX_RS07780,7157,6863,5878,6205,5031,4862
HFX_RS07785,4104,3654,3897,3800,3108,2997
HFX_RS07790,19411,38695,21579,26019,21240,20701
HFX_RS07795,2681,3002,2122,2386,2259,2290
HFX_RS19650,139,11,52,79,57,65
HFX_RS07800,2242,611,1332,1757,1658,1466
HFX_RS07805,1656,364,727,1056,1000,877
HFX_RS07810,1457,315,631,765,703,694
HFX_RS07815,1693,1673,1427,1574,1511,1299
HFX_RS07820,2114,2447,1692,1744,1471,1527
HFX_RS07825,3622,4334,2022,2427,2076,1848
HFX_RS07830,1908,2100,1045,998,881,906
HFX_RS07835,2908,3001,1445,1485,1226,1252
HFX_RS07840,17385,26461,13966,18178,15497,13916
HFX_RS07845,11313,17295,9285,11462,11100,9178
HFX_RS07850,1449,1135,836,1096,1016,927
HFX_RS07855,4271,1056,2443,2646,2625,2143
HFX_RS07860,7520,1895,4557,4667,4464,3955
HFX_RS07865,21020,5687,16541,18886,16808,15226
HFX_RS07870,51810,50846,44151,46159,39204,38130
HFX_RS07875,696,609,349,495,395,454
HFX_RS07885,1356,828,763,987,878,802
HFX_RS07890,1112,2036,670,860,838,812
HFX_RS07895,1013,418,653,811,766,643
HFX_RS07900,1665,1370,1667,1832,1723,1509
HFX_RS07905,1447,1339,1008,1112,1101,1057
HFX_RS07910,7054,7943,5240,5699,5097,4799
HFX_RS07915,1675,1989,1365,1269,1104,1137
HFX_RS07920,1372,1423,1490,2558,1762,1778
HFX_RS07925,8870,8598,7933,10149,8764,7963
HFX_RS07930,11386,2428,18747,21386,17904,17139
HFX_RS07935,1833,1866,1458,1852,1411,1352
HFX_RS07940,12419,13985,7916,13957,12572,10172
HFX_RS20015,13893,741,3505,4164,3624,4827
HFX_RS07945,33069,20757,16520,18042,16956,17788
HFX_RS07950,3173,972,2158,2439,2375,2312
HFX_RS07955,1641,1349,738,842,783,739
HFX_RS07960,3828,7495,3654,3820,3110,3260
HFX_RS07965,2036,1794,1412,1628,1442,1424
HFX_RS07970,6069,3092,3758,4242,4101,3836
HFX_RS07975,8824,7475,4869,5553,4436,4854
HFX_RS07980,20958,18908,12589,14525,13143,11875
HFX_RS07985,35488,44061,27732,29893,25799,25417
HFX_RS07990,48424,52931,37434,40491,35190,34000
HFX_RS07995,664,1186,1016,1438,1122,1000
HFX_RS08000,1674,3781,1628,2016,1781,1530
HFX_RS08005,5788,11353,5562,6716,5867,5466
HFX_RS08010,3179,4911,1829,2322,1907,1952
HFX_RS08015,25948,12962,13265,18047,17897,16824
HFX_RS08020,14654,29094,10690,13432,11576,10913
HFX_RS08025,10336,13632,7459,9659,8972,7777
HFX_RS08030,828,1254,617,732,595,648
HFX_RS08035,587,691,444,637,551,465
HFX_RS08040,1807,1696,1241,1544,1552,1434
HFX_RS08045,5562,1362,2574,3035,2841,2813
HFX_RS08050,12262,4505,13075,14239,11864,11548
HFX_RS08055,2205,465,723,799,771,722
HFX_RS08060,2018,1840,1708,1932,1700,1733
HFX_RS08065,252,122,133,175,136,162
HFX_RS08070,5664,4752,4049,4656,4109,3772
HFX_RS08075,52407,64788,49163,57771,50467,46751
HFX_RS08080,3365,1367,1873,2111,1995,2009
HFX_RS08085,2748,4537,1964,2606,2188,2026
HFX_RS08090,1762,405,737,823,881,834
HFX_RS08095,2108,4007,2053,2395,2115,1876
HFX_RS08100,1546,2654,1564,1902,1685,1473
HFX_RS08105,3180,2661,2802,2687,2328,2378
HFX_RS08110,1573,1739,1408,2083,1822,1653
HFX_RS08115,3999,2914,2908,3318,3189,2691
HFX_RS20020,226,130,102,136,119,99
HFX_RS08125,11477,3363,3627,3802,4093,4007
HFX_RS08130,8988,14074,8452,11073,8720,8484
HFX_RS08135,862,863,633,731,606,588
HFX_RS08140,568,135,363,360,365,315
HFX_RS08145,257,83,108,134,141,118
HFX_RS08150,843,1692,1491,2000,1629,1526
HFX_RS08155,1549,318,2271,3852,3167,2206
HFX_RS19655,416,36,576,677,664,519
HFX_RS08160,4014,1477,2692,2898,2669,2437
HFX_RS08165,1971,916,1280,1488,1400,1369
HFX_RS08170,9743,8563,6923,7755,6485,6489
HFX_RS08175,1695,1016,775,1255,989,1108
HFX_RS08180,1547,2452,1575,1766,1623,1481
HFX_RS08185,918,931,625,707,675,733
HFX_RS08190,1040,2255,830,1044,898,865
HFX_RS08195,714,1094,665,912,767,654
HFX_RS08200,961,1968,589,719,639,619
HFX_RS08205,5856,1230,2009,2519,2286,2104
HFX_RS08210,2048,467,913,1182,958,919
HFX_RS08215,1917,449,1085,1480,1166,1130
HFX_RS08220,586,188,358,363,317,328
HFX_RS08225,121,57,58,75,52,71
HFX_RS08230,84,80,69,96,76,69
HFX_RS08235,247,231,175,204,160,152
HFX_RS20025,400,986,325,534,470,406
HFX_RS08240,5038,11324,4727,6549,5456,4728
HFX_RS08245,4859,846,2320,2961,2620,2891
HFX_RS08250,7780,34170,19600,24173,18625,17135
HFX_RS08255,15492,38171,28074,36274,28005,26319
HFX_RS08260,2623,1988,3193,3585,2941,2721
HFX_RS08265,849,605,560,723,623,558
HFX_RS08270,681,508,543,719,638,544
HFX_RS08275,1186,1444,871,1020,1006,879
HFX_RS08280,1359,4218,1786,2516,1941,1805
HFX_RS08285,1243,432,1589,2256,1893,1655
HFX_RS08290,1371,296,1230,1202,1135,1066
HFX_RS08295,2121,318,1840,2105,1720,1701
HFX_RS08300,6049,766,3854,6278,5698,5577
HFX_RS08305,2142,583,1691,1933,1655,1799
HFX_RS08310,195,63,210,238,201,229
HFX_RS08315,273,85,217,227,147,180
HFX_RS08320,30,4,31,21,19,24
HFX_RS08325,215,61,171,158,89,138
HFX_RS08330,259,97,164,155,157,159
HFX_RS08335,181,57,128,141,110,110
HFX_RS08340,188,67,151,155,100,126
HFX_RS08345,620,223,455,526,352,379
HFX_RS08350,179,48,103,101,68,83
HFX_RS08355,192,128,126,171,137,153
HFX_RS08360,697,485,488,509,442,462
HFX_RS08365,1793,801,941,1128,1096,1002
HFX_RS08370,3752,1078,12356,19890,16810,17105
HFX_RS08375,896,502,2367,3697,3082,3334
HFX_RS08380,5306,4279,2738,3379,2927,2651
HFX_RS08385,9128,8448,3742,3829,3514,3545
HFX_RS08390,2170,2550,1810,2473,1685,1623
HFX_RS20495,1732,121,489,728,712,815
HFX_RS08395,3248,1243,1797,2355,2404,1949
HFX_RS08400,7693,3710,4083,3786,3744,3816
HFX_RS08405,1015,866,1221,1580,1324,1099
HFX_RS08410,6593,11170,5369,6718,5311,5299
HFX_RS08415,43,16,33,28,17,21
HFX_RS08420,423,225,302,372,343,350
HFX_RS08425,7165,4179,3121,4982,4578,3848
HFX_RS08430,878,200,295,351,389,345
HFX_RS08435,1136,470,427,574,497,483
HFX_RS08440,721,1516,569,570,489,604
HFX_RS08445,40927,106242,40343,55862,48042,40400
HFX_RS08450,80,28,36,38,30,41
HFX_RS08455,68,24,35,41,48,35
HFX_RS08460,106,60,77,75,70,75
HFX_RS08465,36,27,15,24,25,18
HFX_RS08470,92,65,52,57,56,62
HFX_RS08475,22,7,14,10,13,13
HFX_RS08480,21,18,19,14,18,9
HFX_RS08485,435,238,272,273,227,244
HFX_RS08490,108,57,56,55,57,55
HFX_RS08495,5347,5413,3255,4716,4277,4052
HFX_RS19120,84,73,38,74,66,48
HFX_RS19125,177,93,59,116,102,102
HFX_RS08500,26,14,12,27,22,17
HFX_RS08505,624,823,503,633,516,513
HFX_RS08510,13959,21397,13033,14593,13282,12368
HFX_RS08515,2651,1495,3094,3472,3114,2941
HFX_RS08520,3320,3060,2321,3371,2906,2461
HFX_RS19135,102,132,72,141,132,101
HFX_RS08530,627,1427,526,771,604,578
HFX_RS08535,10416,4353,4522,5095,4566,4252
HFX_RS08540,2192,1148,798,949,961,923
HFX_RS08545,2312,2363,2669,3324,2874,2521
HFX_RS08550,2810,1611,2249,2802,2112,2111
HFX_RS08555,4117,6831,5377,7018,5705,4963
HFX_RS08560,1499,1561,1592,2065,1789,1569
HFX_RS08565,1611,1655,1890,1896,1203,1371
HFX_RS08570,5152,5529,4543,5796,4587,4584
HFX_RS08575,1058,645,1112,1517,1096,1065
HFX_RS08580,3949,1907,2850,3513,3165,2752
HFX_RS08585,2156,445,1333,1674,1504,1408
HFX_RS08590,489,182,157,261,257,232
HFX_RS08595,2176,470,1066,1509,1551,1268
HFX_RS08600,286,164,131,212,159,160
HFX_RS08605,5413,5445,3836,5555,4594,4347
HFX_RS08610,1816,2593,1117,1425,1050,1101
HFX_RS08615,7142,5156,3370,4106,3586,3511
HFX_RS08620,1335,1875,1207,1425,1253,1108
HFX_RS08625,1235,1736,925,1032,1042,913
HFX_RS08630,4653,483,1026,1092,1335,1270
HFX_RS08635,951,226,347,426,397,388
HFX_RS08640,5396,4130,2165,2818,2625,2501
HFX_RS20030,107,24,45,66,62,52
HFX_RS08645,1499,741,891,959,823,841
HFX_RS08650,73359,14275,62299,68376,59994,59544
HFX_RS08655,18224,3933,12197,17280,14704,13345
HFX_RS08660,4634,1584,1930,2574,2225,2341
HFX_RS08665,25775,11546,5621,9314,8677,8233
HFX_RS08670,4846,1281,2383,3489,3054,3078
HFX_RS08675,1795,3659,1429,1652,1494,1372
HFX_RS08680,3340,1201,2215,2199,1960,2053
HFX_RS08685,23012,27414,17994,19973,16360,16349
HFX_RS08690,3473,577,1881,1901,1937,1951
HFX_RS08695,2001,676,946,1352,1131,1184
HFX_RS08700,284,209,287,416,307,236
HFX_RS08705,12324,3538,5292,7540,6686,6571
HFX_RS08710,1159,154,260,392,393,427
HFX_RS08715,23604,18079,25387,30250,25747,22227
HFX_RS08720,4603,2594,2598,5198,3861,3313
HFX_RS08725,5269,3677,2252,2375,2106,2184
HFX_RS08730,858,503,389,474,408,359
HFX_RS08735,4577,2721,3217,3710,3193,3027
HFX_RS08740,2546,2389,1602,1982,1910,1522
HFX_RS08745,513,1734,495,641,456,511
HFX_RS08750,5901,4940,4009,4152,3808,3566
HFX_RS08755,2011,1019,1618,1258,966,1115
HFX_RS19665,59,26,21,43,31,33
HFX_RS08760,730,244,540,593,533,542
HFX_RS08765,2580,923,1223,1513,1464,1359
HFX_RS08770,4725,3784,3313,3388,2951,2765
HFX_RS08775,1783,5890,1492,1773,1470,1319
HFX_RS08780,10356,19470,8988,10802,9350,7866
HFX_RS08785,4376,6647,4032,4031,3273,3133
HFX_RS08790,2914,4793,2420,2687,1993,1930
HFX_RS08795,1111,1914,875,975,750,717
HFX_RS19670,67,78,38,65,53,50
HFX_RS08800,385,301,244,293,295,290
HFX_RS08805,3513,1112,2244,2386,1914,2138
HFX_RS08810,7918,1947,5580,5212,4574,4903
HFX_RS08815,24920,11551,14108,13070,12312,12457
HFX_RS08820,3311,539,2112,2484,2431,2209
HFX_RS08825,15819,16236,561,638,610,664
HFX_RS08830,251,210,143,140,159,176
HFX_RS08835,1412,452,626,701,556,605
HFX_RS08840,1232,644,474,589,491,541
HFX_RS08845,2070,1229,1376,1410,1057,1318
HFX_RS08850,3358,2008,2280,2461,2164,2309
HFX_RS08855,5193,1870,3082,4354,3958,3717
HFX_RS08860,441,956,307,430,349,358
HFX_RS08865,730,217,192,260,195,231
HFX_RS08870,487,326,148,216,236,209
HFX_RS08875,3296,3546,2596,3014,2517,2421
HFX_RS08880,429,177,283,336,337,311
HFX_RS08885,1432,3747,1365,1908,1544,1588
HFX_RS08890,2034,890,1241,1546,1246,1216
HFX_RS08895,4355,5297,4430,5553,3701,4544
HFX_RS08900,7652,62942,16530,4987,3645,2730
HFX_RS08910,11816,70788,27713,9518,6813,3928
HFX_RS08915,30,58,11,12,10,8
HFX_RS08920,10408,5951,6103,7136,7139,6045
HFX_RS08925,367,286,196,233,237,196
HFX_RS08930,723,499,515,604,619,538
HFX_RS08935,1009,4269,1108,1686,1364,1094
HFX_RS08940,2413,4395,3334,5005,3220,3279
HFX_RS08945,1450,639,542,605,591,579
HFX_RS08950,8159,8260,3521,4090,3580,3640
HFX_RS08955,1092,129,279,586,557,580
HFX_RS08960,2770,1388,1573,1684,1448,1349
HFX_RS08965,11778,6899,7494,8464,7301,6962
HFX_RS08970,19552,6963,9936,10984,10471,9555
HFX_RS08975,13001,1409,8200,11196,9966,9280
HFX_RS08980,303,491,324,345,310,267
HFX_RS08985,653,909,625,630,493,487
HFX_RS08990,1729,2602,2028,2065,1532,1687
HFX_RS08995,1054,595,649,741,628,633
HFX_RS09000,891,1248,785,991,812,791
HFX_RS09005,1476,1994,1126,1664,1472,1297
HFX_RS09010,65615,40101,35805,43451,42001,41505
HFX_RS09015,1864,658,1033,1161,1205,1054
HFX_RS09020,1979,641,1022,1054,911,1011
HFX_RS09025,180,165,141,177,144,155
