gene_id,pyrE-1,pyrE-2,rosR-1,rosR-2,rosR-3,rosR-4
HFX_RS18060,22370.7255143556,4453.19301898394,22741.1299724663,21625.1105878207,23519.5651431442,26355.4009490008
HFX_RS18065,2380.97866597447,1422.53113916454,2210.86654054507,2155.36922363155,1991.25642443952,2221.95767429099
HFX_RS18070,395.35457402798,1254.89278943134,507.737697778698,517.325238467216,500.682600173373,548.685285567203
HFX_RS18075,1519.45974346574,1005.83009839917,1173.31559291034,1069.44403279594,1207.89677291826,1147.44899005522
HFX_RS18080,1248.02227473012,1117.18985929336,1065.1453877314,875.332615884351,956.512384081214,961.287911023492
HFX_RS18085,115.065883485755,104.175260191343,122.519314029208,118.114965950922,129.343005044788,130.639353706477
HFX_RS18090,129.817919830083,96.9907594884913,96.0286515364059,74.1652111784858,94.9210762828686,104.511482965181
HFX_RS18095,36.1424890436026,33.527669946639,55.1888801933367,25.6373569505877,26.0772187590298,28.30519330307
HFX_RS18100,14677.5385607887,20626.7015178858,3015.52041376392,2394.34601520667,3134.48169483539,3017.76907061962
HFX_RS18105,5786.4862560625,8992.6000464021,1173.31559291034,922.944850221156,1117.14805163684,1242.16252149242
HFX_RS20230,1192.70213843889,1365.05513354173,257.180181700949,211.508194842348,245.12585633488,260.190046132066
HFX_RS18110,1422.09630359318,3713.18944659027,1422.76933138422,1687.48745928332,1522.90957552734,1531.74642220844
HFX_RS18115,3068.42355962014,6064.91600999023,3569.61677090502,3965.54974832126,3475.57171620349,3825.555741038
HFX_RS18125,1115.99154944838,744.793239528909,1161.1740392678,1014.5068393304,1021.18388660361,1107.16852266239
HFX_RS18130,385.02814858695,405.924289711093,517.671696213498,638.187064091415,583.086611451907,489.897576399288
